"id";"text"
tt0362174; It really IS too bad that this film didn't get more publicity. I was an extra for this film (the funeral scene) and I must say how very professional and delightful the entire cast and crew were. I've been on many sets, and this one by far was the best! The days were LONG and COLD (filmed in Winter) but we got through it.I enjoyed watching the finished product and I'm sad that more people don't know about this film. Working with James "Jamie" Redford was awesome, and the day I was on set was Dana Delaney's birthday. We sang "Happy Birthday" and got cake...WOO HOO! Yeah, it's been a few years, but it's it never too late to see a touching coming-of-age movie. TELL YOUR FRIENDS! :-) 
tt0362174; In the 1950s near the Mexican border, Eddie Haley's parents die in a plane crash. Eddie's Uncle Frank takes care of him for a while, but his career with the Air Force requires a lot of travel and he can't take Eddie along. So Eddie is left in the care of Ernesto and Margaret, who run the Haley family ranch.Eddie meets Francesca at the park and they become friends. Francesca's father is mean, and she claims her mother and grandparents don't want anything to do with Francesca and her father.Several years later, Eddie is 17 and sitting in his father's airplane, which is his now. He has no plans to become a pilot, and he doesn't seem to have much of a plan for his life, period. Margaret gets a job teaching at the high school in town, so Eddie goes to school there and makes the football team.Eddie meets Francesca once again. She is very nice and quite pretty, but she has a dark secret. Not only that, but she is poor and Mexican, so she is treated differently by some people. Brad, whose father owns a mine where Eddie's parents died, is Eddie's friend. He knows about the plane crash but not the fact that Eddie's parents were in the plane. Eddie and Brad both want to date Francesca, but only one can, so the other gets Julie.Uncle Frank returns and teaches Eddie how to fly, though Eddie has never gotten over how he was rejected years ago.This starts out as a pleasant enough family film. Toward the end, though, some disturbing themes are introduced. There is nothing explicit except for one scene where there is blood, but no obvious clue as to where it came from unless one is really paying attention (what I mean is that a child wouldn't have to know it was blood). There are bruises, so we know one character was the victim of violence. And there is the suggestion of a despicable deed no child should know about.But the good news is that Eddie shows character and determination as a result of what happens. And an element of excitement is added as well. The film does inspire because of what Eddie has to do. I actually assumed this might have been a real person (otherwise, why did the film have to take such a dark turn?) until I saw the closing credits, which said this movie was fiction.Most of the actors give good performances, but Stanley Tucci stands out as a loving but firm uncle. 
tt0362174; Ryan Merriman was young Eddie Haley, whose parents die in a small plane crash as the movie begins. Stanley Tucci is Major Haley, a pilot and Eddie's uncle who travels most of the time. Dana Delany is Margaret, pretty Paula GarcA©s is Francesca who eventually becomes Eddie's girlfriend in high school. RubA©n Blades is Ernesto the ranch hand who effectively becomes Eddie's father after Major Haley leaves.Dad leaves Eddie a note, written in blood on a handkerchief as he is about to die after his crash, "Don't let this stop you." Eddie grows up bitter, is a class clown, gets into trouble here and there, wasting his potential. He even spurns the gift of love and friendship that Francesca offers. But when Major Haley returns, and offers to teach Eddie to fly, Eddie becomes an eager pilot, using a makeshift airstrip on their Arizona ranch.Eddie eventually comes around, the theme of the movie is "family", it is what you make of it with the people around you.SPOILERS, FOR MY RECOLLECTION, PLEASE READ NO FURTHER. Francesca's father has become a drunkard after her mother died, doesn't treat Francesca very well, even thought she is a model student and works after school at a local burger joint. One night while her friends are all at the school dance, her dad makes advances, beats her up and, we deduct from later comments, rapes Francesca. She leaves and he kills himself with a gun. Francesca gets out of town, gets drunk, gets sick with high fever, Eddie takes the plane to go to her, finds her, brings her back by plane for a hospital, magneto acts up, spare is bad too, crash lands safely, Major Haley comes to him in jeep, gets Francesca to safety, profess love for each other, as Eddie plans to head for Air Force Academy and Francesca for college in Mexico. 
tt2886926; I normally don't go out and watch Portuguese films, but this one caught my attention... And THANK GOD I'VE SEEN IT!! No, it's not a love story between and old woman and a kid, like the trailer suggests... It's a friendship story, and it's one of the most beautiful stories I've seen in my life! The music is good, suitable for the movie, and you kinda feel different stuff along the way... You can feel the pain and the struggle of an old lady dealing with loneliness and her husband's death, but still have lots and lots of love to give... Most of all, you can see her strength... And then you can watch the life of a kid, who's got no love from anyone, who gets beaten up the his father, forgot by his mother, and finds in the old lady some comfort and care... Overall, it's a beautiful movie, and really worth your time! Definitely GO and GIVE IT A TRY! 
tt2886926; Like other users said, don't usually watch Portuguese cinema (not there is a lot of it..) but had a lovely evening watching this one. Great cast with consistent good performance. If you let it it will take you in an emotional journey, make you laugh and cry. And if it makes you feel things isn't it a success? I would say so! Fair enough, might be a simple predictable story with the typical happy"ish" ending, but what's wrong with it? Restores you faith in mankind, you end the movie feeling good and reflect on the fact that love and care comes in all sorts of shapes and unpredictable situations. On a last note, and as expected, you can see the film didn't have the millionaire budget like Hollywood does but, even so, kudos to everyone that put it together for the brilliant job. 
tt2886926; This is a fun movie about several tragedies, placed in a dark Lisbon. Overall i think the main subject is friendship.The story is basically about an unexpected relationship between an old woman and a (still) teenager, which are connected by a mutual feeling of being abandoned and unloved.The movie tends to demonstrate in its universe that all blood family relationships are at some sort damaged or tragically nonexistent or unresolved, and i think there are two "cats" losing consecutive lives as the story progresses until both main characters achieves a mutual purpose, that is, they help one another to destroy the "spirits" of their lives that were working as a cage of protection but also as a repressive\self-destructing condition. (the movie title is in plural and while it supposedly refers only to the teenager i think the woman is another cat too).I also wonder if by the end both characters switch roles, the boy is the real older character (the only one that evolves into maturity) and the woman the only one that returns into a rejuvenated younger life, where she gets the chance to be a mother again and change a path of wrong into good, so the lesson here is and despite everything in between, "to love" is not necessary related to real blood relatives and comes out of indestructible friendship.The movie benefits a lot of having two of the best actors of their generation, the highly respected Nicolau Breyner (a small part, but Breyner is at a stage of his career that he can fill a screen with just an eye blink) and Maria do CA©u Guerra, the latter as the protagonist and the one that really pushes the movie into a succession of laughs and tears and her connection with the young actor is what makes the movie interesting. A great performance by an actress which isn't afraid of swearing like if she regresses into a rude-revolted teen against her own family as well as criticizing severely how the elder are being treated by an ever increasing narcissistic society, as if old people are just like any other trash being dumped into a recycle bin.The problem of the movie is that the story itself after a while becomes too predictable and too unreal, like, e.g., a friend of the teenager all of the sudden knows where the woman was taken and goes to that location without any problem (and the place, which we can eventually think for the high or upper middle class, it's obviously open to everyone...) and talks to her and everything is fine again, which gives some reason to most of the critics that are heavily criticizing the movie as just a soap-opera dialogue entertainment. I guess they are right about it here and there (another example, it was obvious there was a sex scene intended for the teen and a girlfriend, which didn't add anything to the movie, but the scene is cut out while the action is just starting, as if the director wasn't sure if it cheapen the movie too much, also there's another concession in the highly debated trailer which clearly implies a "dirty" story between an old woman and a young boy, a shame really).So the movie does have potential but the reality is that it drags too much in its concessions into a blockbuster movie with soap-opera's light entertainment, that is, like we often said around here, "um conto-da-carochinha" (a Portuguese popular fairy tale named after a famous one, that is often used in a phrase where something is told but the audience knows is pure fantasy) where ethics are mostly static and the end is always happy, typical of some recent Portuguese cinema, that probably thinks that to sell enough tickets they need to be empty. Even so, Guerra's performance was so solid that it lifts the movie into a much higher level. 
tt1259591; "L'autre Dumas", a well-acted, informative and entertaining film, got lambasted by most of the French critics. Why is that so? The answer is pretty simple: Safy Nebbou has "committed a double fault" by on the one hand making a period piece and on the other hand by dealing with a major figure of French literature, Alexandre Dumas, the immortal author of "The Three Musketeers", "The Count of Monte Cristo" and many other masterpieces. The wretched fellow who, like Safy Nebbou, dares recreate a past era will automatically - unless he is one of the chosen - be called "academic" by French critics. And when he is insolent enough to illustrate the life of historical figure, he makes matters even worse: he will never do the great man/woman justice. Apparently, only critics know what things really were like in the past and only critics know what Dumas or Napoleon or Joan of Ark actually thought.So, just disregard the bad reviews and go and see "L'autre Dumas": there are worse ways to spend two hours.The main interest of both the original play "SignA© Dumas" by Eric Roquette and Cyril Gely and its filmed adaptation is to put Dumas "the living legend" in his real place while bringing second fiddle Auguste Maquet to the fore. Maquet, who had been Dumas' co-writer for seven years, was never credited for his work and has often been called Dumas' ghostwriter, but the term is debatable because the two men worked TOGETHER, Maquet did not write IN DUMAS'PLACE. Always overshadowed by Dumas, Auguste Maquet deserved recognition, which he gets here. He is now the central character of this story: mistaken for Alexandre Dumas, Maquet falls in love with a lively female activist and ends up proving more revolutionary himself than ex revolutionary Dumas. And this role reversal is all the more effective as the authors do not fall into the trap of over-simplification. Maquet does not become an angel nor is Dumas demonized: both have their qualities and defects, which makes the story believable if fictitious. Moreover, they make it clear that if Maquet was instrumental in the writing of Dumas' masterpieces he was also unable to write alone. This ambiguity makes the relationships between the two men unconventional and interesting throughout.The pace is lively and the period well recreated (I did not live in 1848, granted, but I am insolent enough to believe that my own impression is well worth the professional critics'one), but what makes 'L'autre Dumas' a real achievement is of course the acting. GA©rard Depardieu was an obvious choice: just like Dumas he is a bon vivant, with an inclination for excessiveness and eccentricity. He is simply perfect for the role. BenoAót Poelvoorde as Maquet lives up to him but in an entirely different way. Cast against type, the ordinarily exuberant comedian refrains himself to become engrossed into the character of Maquet, someone reserved, frustrated and conventional but also industrious and rigorous. The actresses are good too: Dominique Blanc as Dumas' mistress, who subtly expresses romantic love lurking behind blasA© irony, MA©lanie Thierry as Maquet's vivacious love interest. Let's not forget the always dependable Catherine Mouchet as Maquet's no-nonsense wife and mother of six!A very good entertainment in which the viewer is not taken for a fool. 
tt1259591; Firstly, I saw this with English subtitles on the satellite French movie channel, Cinemoi.I'm no reader of literature, let alone French, but I enjoy my movies and this one is a good period romp, with a robust and typically fruity performance by Gerard Depardieu as the womanising and gluttonous Alexandre Dumas. His counterpart, the 'other',is the bookish, bespectacled and rather shy Benoit Poelvoorde, as Auguste Macquet.The film aims to redress literary history by stating that Dumas had a ghost writer, or 'help', in creating his masterpieces, such as The Three Musketeers. Apparently, this writer was indeed Macquet who was more a collaborator, the two bouncing ideas off each other. The story here, which apparently found no favours with the critics is rightly popularist, possibly stretched in its accuracy but always entertaining.The period detail is fine, as is the pace but it does also have its more serious side, charting stormy waters between the pair over women, writing contracts and events leading up to the French Revolution.There's some quite strong brief nudity and mild swearing and a little violence, which would suggest a cert 15. It's 105mins long and ably, if unremarkably directed by Safy Nebbou.With Depardieu at the helm, it is surprising that 'Dumas' isn't more well known and released over here in the U.K., as a 'normal' DVD. 
tt1259591; Sometimes a great man like Alexandre Dumas, one of the best French writers of all time, needed a sounding board, or a collaborator, if you wish, to bring his ideas to the written page. Such was his relation with Auguste Maquet, a man that was a historian, as well as well regarded man of letters in the literary circles of the times. In this chapter of both Dumas and Maquet's lives, we are presented with an interesting premise, which makes the basis of the wonderful film directed and conceived by Safy Nebbou the director of "Angel of Mine", which we enjoyed.We are taken on a boat trip to Trouville, a coastal town in the Calvados region near Deauville in Normandy. Dumas, a womanizer and bon vivant, is visiting the area. Accompanied by Maquet, he is prepared to enjoy the food, drink and women. Aguste, more interested in exploring the area, decides to pay a visit to Charlotte Desrives, a young woman whose father has been imprisoned for revolutionary activities. Maquet decides to pass himself as his friend Dumas to the excitement of the young woman who believes the great writer will be able to help her get her father out of jail. She gives Maquet a letter to be delivered to her father.Things get complicated as the travelers get back to Dumas' castle. Celete Scriwaneck, who was Dumas' lover, sees the excitement in Maquet. When he asks her to lend him her Paris apartment, she complies with his request, figuring he has a lover, not realizing what he is about to do. Maquet, supposedly happily married to Caroline. They have several children. Intent in getting Charlotte, he invites her to come to his place hoping for more than just a visit. As the young woman arrives, he realizes she loves a younger man who is a revolutionary."Dumas" is made more enjoyable by the high values Mr. Nebbou has given the production. Praise must go to the art direction of Cyril Gomez- Mathieu and the costumes designed by Karen Muller Serreau who reproduce in vivid details the sets of that era. The acting is first rate. Gerard Depardieu, bigger than life here, was born to play Dumas. The real surprise comes from Benoit Poelvoorde in the dramatic role of Maquet. We had only seen this actor in light fare, and he proves he is up to the task of carrying the picture, being he the central character. Beautiful Melanie Thierry appears as Charlotte. The excellent Dominique Blanc, with a long career in the cinema appears as Celeste. Among the supporting players Philippe Magnan, Catherine Mouchet, Michel Duchaussoy, Roger Dumas and the rest contribute to the enjoyment. Lovingly photographed by Stephane Fontaine with a musical score by Hughes Tabar-Nouval. It is after all Mr. Nebbou's vision on a chapter in the life of Alexander Dumas which he co-adapted with Giles Taurand and based on a play by Cyril Gely and Eric Rouquette. 
tt0098407; The plot: Writer, Dan Gillis, is hired to write a script for a money obsessed producer and a half-crazed director (and subsequently his sister) He soon realizes something is wrong, and that this film should not have been written. This leads to a confusing, and enigmatic journey trough the dark alleys of Paris. Greed, lust and insanity shows itself at very corner, and the movie becomes more about anything else than the movie itself. We never actually see the movie, and with good reason, instead we are left with an idea of a, half-pornographic, psychotic and depressing storyline. But, as many got wrong, it's not about the movies, the film is about people, their greed, lust and insanity, their madness and they way nothing is as it seems. Beware! It's one of those films where you can't trust anybody (except Jeff of course)I can't see how nobody likes this. Obviously if you are looking for Die Hard or a commercial action thriller you ARE going to be let down. This is nothing of the sort. It's an: intelligent, fascinating, psychotic, confusing, disturbing and utmost bizarre story. Then again isn't life all those things? The film is wonderfully executed, with fascinating shots and angels. If I would complain about anything it's the quality of film, and the fact that 90% of all scenes are faded out, which gives it an amateurish feel. But maybe that's what they wanted.This is a different movie, an almost neorealistic movie, it's a masterpiece of writing, and the acting is superb.I suggest you set of one evening to see this film. Preferably a dark a rainy night, cause this will scare the living daylight out of you.One thing a commenter commented was: it constantly leads to something and then stops. Some may not like this, I thought it was incredible. It's slightly Wagnerian! (Lot's of huffs and puffs, lots of build up, and never any release, never any release of the climax, it just lingers in the air until it fades away.)If you like realistic yet bizarre films, if you like a great story see this! 
tt0098407; An excellent movie, but not for everyone. Trueba's tinges of black humour cover a plot of sex, heroin and the not making of a movie. Liza Walker has an astounding performance as a young femme fatale. It's a pity her filmography is so short.This is a very dark film, with a strange suspense. You really never know where the film is heading. But this is one of its merits. And yes, in some countries (such as Mexico) unclaimed corpses are given away to medical schools and kept in huge translucid pools of formaldehyde, before they're given to students. Where do you think doctors-to-be get the bodies they train from, 1-800-deathpeople? 
tt0098407; Okay, I first saw this movie years ago mainly because it had Jeff Goldblum in it and I do love his acting style.Twisted Obsession is one of his more interesting films and certainly one of his more perverse ones.Based on the novel, The Dream Of The Mad Monkey, it tells the story of an American screen writer, Dan Gillis (Jeff Goldblum) who is hired to write a script. He becomes obsessed with the young directer Malcolm who is in an incestuous relationship with his beautiful sister Jenny. Thing begin to spiral out of control and soon he is trapped.Jeff Goldblum as usual gives a fine performance as the single father whose wife recently walked out leaving him to care for his young son.Miranda Richardson as Marilyn, his disabled agent is great as well. Both Dexter Fletcher as Malcolm Greene and Liza Walker as his sister Jenny Greene give good solid performances but to be honest, this is really Jeff Goldblum's film.This isn't a movie for all tastes, the buildup is slow and there is not a lot of action, but the story is atmospheric with a real underlying sense of creepiness that makes it interesting. While it is not as good as The Deadly Mr Frost, I think you will find it worthwhile. 
tt0098407;  This movie holds your interest for quite a while, with its eccentric and enigmatic characters, atmospheric direction and first-rate acting by Jeff Goldblum and Miranda Richardson (Lisa Walker is kind of weak though, as the nymphet). But eventually it becomes clear that the story leads nowhere. Its "title history" is a giveaway: you can find it listed under either "The Mad Monkey" (unattractive and meaningless - it's only the title of a fictional movie we learn nothing about) or "Twisted Obsession" (more "suggestive" and commercial)....but actually it doesn't matter what it's called, because it ultimately isn't ABOUT anything in particular.     (**) 
tt0098407; "Twisted Obsession" is without doubt one of the worst movies that I've seen in a long, long, time. It's obviously an attempt to emulate the kind of movies that Alfred Hitchcock made (the musical score, for one thing, sounds very Bernard Herrmannesque), but it fails in every way you can think of. Jeff Goldblum, for one thing, is extremely miscast, sticking out like a sore thumb and not blending in with the scenery or other actors. Possibly his bad performance is due to the fact that the screenplay is a sorry mess - for much of the movie, NOTHING of serious consequence happens! Things start to happen towards the end, but they are muddled and confusing, so much so that I didn't know what to think when the end credits suddenly started to roll. If you are looking for a pointless way to waste 103 minutes, here's your movie. 
tt0098407; Jeff Goldblum is a good actor. He has his typical way and sure enough this movie demonstrates his skills. However, the script is not well made. There is some interesting dialog, but there are many parts that should have been explained in more detail. The Paris scenery hadn't been used to an advantage, it could have taken place in any other city. The rest of the cast was simply poor, it explains why the other actors never hit it big. The worst part of the movie is the story itself, it's quite boring and one had wished a point or moral question would be addressed. The music was very wrong as well. It was out dated, even for 1980, and bad timing. The whole movie fails miserably in delivering a message or story telling. They posted this movie as a thriller, which puts the viewer in a wrong state of mind. It definitely was not worth my time. I voted 3/10. 
tt0277255;  This film could have been a triumph of art and satire. As it stands, it's definitely worth seeing (if you can get your hands on it).Filming was shut down by Scientologist protesters a week before shooting was scheduled to end and the film has been tied up in litigation in the US ever since. The pity of the situation is that the A-list crewmembers couldn't cross the protest line because it was made up of striking union members. This meant that the production values dropped considerably and in the shots that made it into the film from that period of shooting it is obvious that it is not the same crew.However, the movie is still a fun journey through one man's life of deceit. The acting is commendable but the standout aspect is definitely the cinematography. It's shot like a comic book, using colors to parallel the characters' journeys and accentuate the contrasts between the on-screen personalities. I could almost watch the movie with the sound off just enjoy the overall look. I strongly encourage anybody who enjoys visual style to see this film. It's also nice that this film isn't liked by scientologists and by seeing it one can thumb one's nose at their attempts to shut down free speech. :) 
tt0277255;  "The Profit" is the fascinating biography of a con artist who later founds his own cult, that later sets up itself as a religion. Sure, he has some problems from time to time (IRS, FBI, etc) but he is successful, i.e. he makes tons of money and brainwashes many people around the world. The concept used was the one used in "Citizen Kane", i.e. it starts with the cult leader dying and his life span of several decades is presented. 
tt0277255; This movie has a sort of 80s feel to it but it also delivers when given a chance.Any one who knows what this movie is about and all the back story behind it will enjoy it all that bit more. It is well made and very well written, if it could be remade I think it could be a hit... But that will never happen.I believe this movie will go down in cult status due to its big following and future following it will gain very soon. Once it is open to buy for everyone and the internet generation get their hands on it it will spread like wild fire.This is sadly why it has taken so long to get out. the "Cult" has tried very hard to keep this story behind closed doors... But nothing stays closed forever.Watch this movie and learn... You will not regret it. 
tt0277255; This fascinating legend of a man, Leeland Conrad Powers, mad with a want of freedom, who imprisons himself in a string of faulty lies, depleting his sense of stability and spiraling him, thoroughly, into madness and obsession is well worth watching. Intense, loosely edited, but nonetheless compelling, direct and honest tale of how Satanism mixed with psychotherapeutic hypotheses based in hypnosis can, theoretically, lead to a cult of Charles Manson Family proportions and eventually a religion like Judaism, or Scientology. No offense intended, just examples.Powers' followers are hypnotized into believing that all physical phenomenae are just processes of the mind, and not actually occurring. They avoid psychology and hypnosis ideas, and those in-the-know about them, because they are the basis of SciMIND, Powers' name for his process, and would easily discredit him as a quack, brainwashing people. The main tenet of Scientific Spiritualism, the religion, is that followers give it money... though they are a nonprofit organization.Ironically, Powers' madness leads him to believe his own ball of hooey, and he takes himself to be a true prophet of God, though he started it all to escape the fate of imprisonment.This is well worth watching. And, because the movie's distributor is not allowed to profit from sales in the United States, I think that you can make as many copies as you want in that country and give them away for free. 
tt0046087; I am a huge fan of Martin and Lewis and this is one of their best movies ever. The chemistry between them was phenomenal, and will always be remembered with nothing but the greatest respect from me. The other reason I liked it was the music in it, Dean had such a sexy voice and Jerry provided the comedy behind it. The color detail was superb, and the entire ensemble cast was really good. The horse in the movie did a really good job too, it amazes me the way they can train animals to do the things they do. I enjoyed the scenes Jerry had with all the animals he took care of, it was just fun. All in all, I recommend this movie to anyone who likes Martin and Lewis, it's a must see. 
tt0046087;  This one is a typical Martin/Lewis vehicle. They are cousins who have to manage a lot of troubles. Jerry gets his satirical performances, Dino gets his songs - they would manage their roles asleep and have a lot of self-ironic. But there are still more positive aspects: It is the team¬¥s first picture in color, George Marshall directs with sure hand and the supporting cast is very good although there are no big names in it,  The first sequence in the movie where Dean is threaten by "Chambo Schneider" is a first class parody on gangster movie cliches of the Thirties, To sum it up it is a pleasure for fans like me. 7/10.
tt0046087; One of my two favorite Martin & Lewis films (the other being Artists and Models), this one was originally released in 3-D. I had the pleasure of seeing it that way a few years ago at the first 3-D fest held at the Egyptian Theater in Hollywood, but the added depth really didn't make that much difference in being able to enjoy it.Based on material by Damon Runyon (Guys & Dolls), much of it is typical Martin & Lewis fare, re-teaming them with heavy Robert Strauss and with Sheldon Leonard thrown into the mix for good measure. This may not be their absolute best, but it would be worth seeing if only for the scene that spoofs Cyrano de Bergerac to hilarious effect as Dean croons "I Only Have Eyes For You" before things go off the rails for Jerry. 
tt0046087; Money From Home was Martin&Lewis's first film in color and it is set during the Roaring Twenties and based on a Damon Runyon story from that era. With such character players as Sheldon Leonard, Robert Strauss, and Jack Kruschen playing Runyon's classic gambler creations of the era you know that at least that part of the film is more than satisfying.Dean Martin always casts well as that type and seeing Money From Home was a painful reminder of what a shame it was that Dino never got to play Sky Masterson in a planned TV special that never got off the ground in the middle Sixties. What a perfect part that would have been for him. His part in this film is a Sky Masterson type, a smooth talking lady's man who is dispatched to Maryland to fix a steeplechase race either by persuading owner Marjie Miller to scratch the horse or by having his dopey cousin, veterinarian trainee Jerry Lewis dope the horse.Money From Home never quite gets off the ground in terms of comedy. Jerry has been far funnier in other films both with Dean and one his own. The steeplechase race climax where Jerry substitutes for perpetually inebriated jockey Richard Haydn is lifted straight from the Marx Brothers classic A Day At The Races. As for Dean's singing he gets some truly forgettable numbers which he never recorded for Capitol records and he also sings I Only Have Eyes For You for which Paramount must have ponied some big bucks to Warner Brothers for the rights. Sad Dino never recorded that one because it fits him well.Not the team's best effort. 
tt0046087; Just watched this first color Martin & Lewis feature on YouTube. In this one, they're running afoul of some gangsters as they get involved with a certain horse those hoods don't want to win. The owner of that horse is a woman named Phyllis Leigh (Marjie Millar) who's in some financial trouble. Dean, of course, romances her. Jerry, who's sort of an animal lover, ends up falling for a female veterinarian named Dr. Autumn Claypool (Pat Crowley). Among the bad guys I alluded to are Jumbo Schneider (Sheldon Leonard) and one of his henchmen played by Richard Strauss in his third go-around in an M & L movie. Leonard, by the way, is another of the players from my favorite movie-It's a Wonderful Life-that has appeared with the boys during this period. He was also a recurring player from both the radio and television versions of "The Jack Benny Program" as was Frank Nelson who's the voice of an instructor on the radio who gives directions that causes Jerry into hilarious positions. Another familiar player to me that I enjoyed seeing was Richard Haydn, who I remember as Finchley in a "Twilight Zone" ep, as Edwin Carp on "The Dick Van Dyke Show", and as Max Detweiler in The Sound of Music, here playing the supposed jockey Bertie Searles. One more player I want to acknowledge is Bobby Barber, a court jester on Abbott & Costello sets who often made cameos in their pictures and TV shows, who also makes one here as a bald man in a restroom. In summary, this was the most hilarious of the M & L features I've seen yet and both Ms. Millar and Ms. Crowley made very appealing leading ladies for Dean and Jerry, respectively. If there were any creative flaws, I certainly didn't notice them so on that note, I highly recommend Money from Home. 
tt0046087;  Dean is in trouble. He owes money from gambling debts. (Why he doesn't pay off the debts by crooning those songs he's going to sing is a wonder). Jerry is an animal lover apprenticing with a vet. The mob as Dean to fix a horse they don't want to win. Dean is going to use Jerry to do this without telling him. Laughs ensue, there's two girls for the guy and a final race track scene that is up there with the great slapsticks of the Marx Bros, Chaplin etc 
tt0046087; Although this begins as a Runyonesque story, that disappears rather quickly as the film transforms itself in a somewhat typical Martin & Lewis film.There's some pleasant tomfoolery on a train with Dean as a sort of sultan and Jerry as a woman in a harem. And later a humorous ants in their pants dance. The race finale is well done."Moments Like This" is a nice song for Dean, but the version on Capitol Records had a better arrangement and vocal.Some of the scenes on the DVD were a little less than crisp, probably a result of this having been a 3D release back in 1953. Interestingly, Dick Stabile is not conducting the orchestra in the various scenes where an orchestra was involved.Pat Crowley is along as a vet and love interest for Jerry. Richard Haydn plays an alcoholic British jockey. Sheldon Leonard plays the head gangster.This is far from my favorite Martin & Lewis films, but it has its moments. 
tt0046087; This is an odd Martin & Lewis film because while it's pleasant enough viewing, it really didn't seem like a comedy. After all, isn't a comedy supposed to have some laughs? Well, this one didn't and sure could have used an infusion of humor. Now this is not to say it's a terrible film, but inserting a gimmicky 'funny' race at the end just was too little too late for the humor department.The film begins with Dean playing his usual sort of role--a heal. He is in debt to gamblers who are ready to beat him senseless (or worse) but decide to give him one more chance. If he agrees to fix an upcoming horse race, they'll not beat him half to death! So, having little choice, he decides to enlist the help of his spastic cousin (Jerry). However, Jerry really is just a nice animal lover and wants nothing to do with Dean's dirty tricks. Why Jerry eventually agrees to help him seemed a bit confusing, but help him he did. Along the way, both meet pretty ladies and fall in love. Eventually, Jerry poses (badly) as an English rider--but near the end of the film, the mob and Dean's new girlfriend learn of this and the two guys will be lucky to get out of this alive.The film is pleasant but not funny. Compared to most of their films, it's a bit flat...but at least it's in nice color! Not terrible...just one of their better films. 
tt0046087; Pretty lame Martin and Lewis feature. The pair get tied up with mobsters and horse racing. Could have been better. Lots of Jerry Lewis antics and scenes are manufactured so that Jerry can do his thing. Must have been funny back when, but now his comedy seems like he's retarded and not as funny. The character he plays would have been institutionalized if any one acted that way today. But I forgot, this is a comedy "fantasy" where anything goes. Looks like a lot was left out as scenes don't match and they jump around out of order. At one point they seem to kidnap the Richard Hayden character and drive away. Later they seem to be back at the SAME HOTEL. The harem music was playing at the Hotel of the abduction, then the harem music and girls are at the place where the gangsters kidnapped two characters. Just doesn't make sense as do other editorial flaws. The color is nice, and one nice song with two attractive leading ladies. Now available on DVD and if you're a REAL Martin and Lewis fan, I guess it would be a almost must see!!! 
tt1265994; In this terse indie effort by Peter Pontikis, Vera (Jenny Lampa) and Vanja (Ruth Vega Fernandez) are two sisters in a Swedish city who share a secret, they are vampires, although far from the kind we've become accustomed to in this age of "Twilight" and "True Blood." We do not find out much about them but are plunged straight into the story--on an evening when Vanja has promised to reveal a major life decision to Vera, a biker gang leader tries to molest Vera in a nightclub toilet and she kills him, sucking his blood. The sisters must run and try to stay one step ahead of the vengeful bikers, until a fateful confrontation.Everything about the story is brief and understated. These vampires do not appear to be undead, have no super-powers--not even fangs--and are as vulnerable as anyone else. The fact that they live on human blood seems to be the only real difference between them and ordinary mortals, but that simply emphasizes HOW different that one thing makes them.The locations are all real due to the low budget, rain, wind, etc., are all real and give this film a very immediate impact. The story leaves behind a simple, poignant feeling. Look out for an appearance by David Dencik, familiar from "Forbrydelsen," both "Girl With The Dragon Tattoo" movies, and "Those Who Kill." The acting from both principals is excellent, and I give it a 9 only because of a few scripting decisions I don't agree with artistically. Still, one of the best films I've seen in a few years. 
tt1265994; This is a good movie i gave it an 8. Since there is no plot at IMDb yet, here is the plot translated from Sweden to English, enjoy.One night two vampire sisters, Vera and Vanja, make a fatal mistake that forces them to run and fight for their lives while being chased by a biker-gang.On this particular night Vanja has also promised herself to share a life-changing secret with her sister Vera, Vanja is ready to try to give up the outcast vampire life, adjust to the real world and live amongst the humans. Vera, her sister, is frightened by a vampire-life in solitude and is willing to do almost anything to stop her sister from leaving her behind. At the same time the biker gang is closing in... 
tt1265994; Younger Sister Vera (Jenny Lampa) needs her sister Vanja (Ruth Vega Fernandez) to remain close. They are the ultimate outsiders, they are Vampire. They don't have any special powers and they don't even have fangs just a knife to make a cut and create a fountain to refresh. Vanja longs to live among the normals and has made plans to run off with a human man she has met. All this seems impossible now as Vera has taken the life of a motorcycle gang member and would be rapist. Now they are being chased through the dark streets as they each confront their own being. It is all nothingness, Vanja complains inside a movie theater before they must have a final standoff with the remainder of the motorcycle gang...only one will survive.The acting is OK, especially Jenny Lampa who takes control of every scene she is in. Ms. Fernandez is brooding and shy in her method she never seems to take control of the character. There is no professional qualities to the film making process and the look is more home movie than polished product. There should have been a more claustrophobic atmosphere to show the desperation of the sisters and the climate of their relationship. The ending is not there and there is no resolve to the film, none at all. I didn't hate it, I liked looking at Jenny Lampa's face and lips and the way she used her eyes. I give it 4 out of 10 because it is an early try and with a little effort they might have something there. 
