"id";"link";"Title";"Year";"Time";"Relase";"Genre";"Storyline";"MPAA";"Country";"Ratings";"Ratings_max";"Users";"Reviews_number";"Budget";"Keywords";"Description";"Oscar";"Another_awards";"Nominations";"Music";"Produced";"Actors";"Director"
tt0109360;http://www.imdb.com/title/tt0109360/;CIA II: Target Alexa;1993;90 min; 6 December 1993 (Germany) ;Action@Thriller; Alexa is one of the best, but her handiwork is done for terrorists. When she is finally captured, it is up to CIA agent Graver to turn her against her latest employer who has diplomatic immunity. Graver is one of the best at the CIA, but since the chip has been stolen, he has to use Alexa to find it. Alexa is too tough to turn on her own, so Graver must find the key to unlock her conviction. While he is working on Alexa, his boss is working on Graver.                Written by Tony Fontana <tony.fontana@spacebbs.com>            ;NA;English;3.6;10;323;8 user;NA;cia@diplomatic immunity@cia agent@terrorist@exploding helicopter@assassin@street shootout@boyfriend girlfriend relationship@spy mission@explosion@love@kiss@martial arts@hand to hand combat@villain@wisecrack humor@male nudity@female nudity@bare breasts@brawl@fistfight@showdown@gunfight@shootout@machine gun@pistol@semiautomatic pistol@beretta@kissing while having sex@sex@kickboxing@kickboxer@black belt@helicopter@desert@shotgun@pump action shotgun@mask@mother daughter relationship@roundhouse kick@violence@blood splatter@blood@disarming someone@tough girl@tough guy@action heroine@action hero@heroine@female spy@female martial artist@female killer@female assassin@second part@femme fatale@acronym in title@spy@sequel@independent film@character name in title; Alexa is one of the best, but her handiwork is done for terrorists. When she is finally captured, it is up to CIA agent Graver to turn her against her latest employer who has diplomatic immunity. Graver is one of the best at the CIA, but since the chip has been stolen, he has to use Alexa to find it. Alexa is too tough to turn on her own, so Graver must find the key to unlock her conviction. While he is working on Alexa, his boss is working on Graver.              ;NA;NA;NA;Louis Febre;Jerry P. Jacobs@Scott McAboy@Joseph Merhi@Richard Pepin;Lorenzo Lamas@Kathleen Kinmont@John Savage@John Saint Ryan@Lori Fetrick@Pamela Dixon@Al Sapienza@Sandee Van Dyke@Michael Chong@Daryl Keith Roach@Gary Wood@Larry Manetti@Branscombe Richmond@Ned Van Zandt@Richard Ehrlich@Robert Lavetta@Matthew David Smith@Dick Martinsen@Mitchell Sacharoff@Tim Colceri@Anthony De Longis@Art Camacho@Steven Novak@Ryal Haakenson@Jay Lasoff;Lorenzo Lamas
tt0374478;http://www.imdb.com/title/tt0374478/;Die Klasse von '99 - Schule war gestern, Leben ist jetzt;2003;NA; 30 October 2003 (Germany) ;Drama@Romance;NA;NA;German;5.6;10;318;|;NA;school leaver@classroom@claim in title@number in title; Russendisko is the story of Wladimir, Andrej and Mischa. Three young Russian friends, who move from Moscow to Berlin in a lucky wave of emigration right after the fall of the Berlin wall. They take their chance looking for a better life and find themselves involved in the tales of everyday lunacy on the streets of Berlin and its spirit of the early nineties. Russendisko is a modern fairy tale, a story of friendship, of love, of dreams and the search for happiness and its fulfillment. The film is based on the mega selling novel by Wladimir Kaminer.              ;NA;NA;NA;Karma;Bernd Eichinger@Bernd Krause@Marco Petry@Uschi Reich@Bernhard Thür;Matthias Schweighöfer@Tim Sander@Anna Bertheau@Axel Stein@Thomas Schmieder@Denis Moschitto@Jürgen Tarrach@Ulrike Kriener@Volker Risch@Ernst Stötzner@Younes Ibilou@Tim Egloff@Judith Hoersch@Rabea Wyrwich@Haluk Piyes@Dustin Semmelrogge@Henning Baum@Sebastian Kroehnert@Katharina Blaschke@Ulrich Gebauer@Oliver Nitsche@Manuela Külbinger@Manfred Böll@Gisela Schulz@Sascha Bremm@Roman Russo@Niels-Bruno Schmidt@Daniel Brühl;Marco Petry
tt0807703;http://www.imdb.com/title/tt0807703/;Air;2005;91 min; 5 February 2005 (Japan) ;Animation@Drama@Fantasy; Yukito Kunisaki is on a journey, seeking a girl with wings who flies in the sky, as mentioned in a childhood tale. During this journey, he settles down in a small town, trying to make some money. There, he meets a strange girl named Misuzu. Misuzu quickly makes Yukito her friend and invites him to stay with her. Yukito decides to stay in the small town, and continue searching for the winged girl his mother had searched for in her life.                Written by Anime News Network            ;NA;Japanese;7.0;10;322;2 user;NA;wings@summer@sad ending@magic@japan@adoptive mother@curse@based on game@anime; Yukito Kunisaki is on a journey, seeking a girl with wings who flies in the sky, as mentioned in a childhood tale. During this journey, he settles down in a small town, trying to make some money. There, he meets a strange girl named Misuzu. Misuzu quickly makes Yukito her friend and invites him to stay with her. Yukito decides to stay in the small town, and continue searching for the winged girl his mother had searched for in her life.              ;NA;NA;NA;Yoshikazu Suo;Iriya Azuma@Takeshi Oikawa@Hiroshi Takahashi;Tomoko Kawakami@Aya Hisakawa@Hikaru Midorikawa@Chinami Nishimura@Kikuko Inoue@Nobutoshi Kanna@Shin'ichirô Miki@Yumi Tôma@Hiromi Konno@Yuko Nagashima@Keiko Han@Michio Nakao@Aki Sasaki@Kanako Tateno@Sayaka Maeno@Noriko Yoshitake@Hisayo Yanai@Tomohisa Aso@Kenji Hirai@Kôhei Fukuhara@Ryôtarô Okiayu@Shelley Calene-Black@Luci Christian@Tiffany Grant@Vic Mignogna@Monica Rial@Serena Varghese@Kira Vincent-Davis@Stephanie Wittels;Osamu Dezaki
tt1804623;http://www.imdb.com/title/tt1804623/;Pasanga;2009;178 min; 1 May 2009 (India) ;NA; The movie revolves around the life of Anbukkarasu and Jeevanandham, their rivalry and its consequences and their reunion during the 6th grade at local Government School.            ;NA;Tamil;7.3;10;319;1 user;        INR 300,000        ;NA; The film is based on street cricket played in India, focussing on various themes as friendship, love and rivalry in a suburban area. The film's title is derived from the pincode for Mandaveli, a suburb of Chennai, where the story takes place.              ;NA;3;6;James Vasanthan;M. Sasikumar;Vimal@Vega Tamotia@Kishore@Sri Ram@Pakoda Pandi@Tharani@V. Jayaprakash@Sivakumar@Sujatha;Pandiraj
tt0469789;http://www.imdb.com/title/tt0469789/;Loukoumades me meli;2005;NA; 7 January 2005 (Greece) ;Comedy;NA;NA;Greek;4.6;10;321;3 user;NA;honey@funeral@food in title@death@village@surrealism@slut@sexual frustration@sex in a coffin@secret@pig@pedophile@nudity@meadow@erotica@doughnut@cottage; Athens, Greece, The age of Economic crisis. Demetris is a highly independent man, living a normal life. A confirmed bachelor at the age of 33! When the moment arrives, his choice will change everything. His roommate is a female German Shepherd called Lonesome. One night, Lonesome wants to be taken out. Demetris tries to change her mind but Lonesome insists Its at this moment that he comes to a decision. If Demetris goes out he will meet Christina, the love of his life. If he stays in, he will not meet her. Does true love exist? What is the impact of a severe economic crisis on people and how can the crisis destroy a couple? One story shown from two different angles.              ;NA;NA;NA;Yorgos Andreou;Kostas Lambropoulos@Pantelis Mitropoulos@Tasos Papandreou;Christos Loulis@Fay Ksila@Vladimiros Kiriakidis@Haris Mavroudis@Fotini Baxevani@Dimitris Piatas@Sofia Filippidou@Pavlos Haikalis@Spyros Kitsanellis@Sofia Voyatzaki@Kleon Gregoriadis@Sakis Boulas@Margarita Amarantidi@Nikos Bournias@Olga Dalentza;Olga Malea
tt0107040;http://www.imdb.com/title/tt0107040/;Wielki arbuz;1993;95 min; 10 February 1993 (Italy) ;Family; After many years of medical treatment Valentina, apparently an epileptic girl, has been sent to a psychiatric clinic. Here she finds Arturo, a young psychiatrist, who notwithstanding his problematic personal life and the Italian Public Health Service's overwhelming inefficiencies, is able to establish with Valentina an intense relationship. Focusing the therapy more on her family life than on drugs they will finally discover the true nature of her disease.                Written by Marco Malaspina <mala@tesre.bo.cnr.it>            ;NA;Italian;6.8;10;317;3 user;NA;medical@singing@barricade@epilepsy@vomit@video@breaking through a wall@moped@nurse@doctor patient relationship@doctor@roma@priest@joy@italy@cult film@coming of age@psychiatry; After many years of medical treatment Valentina, apparently an epileptic girl, has been sent to a psychiatric clinic. Here she finds Arturo, a young psychiatrist, who notwithstanding his problematic personal life and the Italian Public Health Service's overwhelming inefficiencies, is able to establish with Valentina an intense relationship. Focusing the therapy more on her family life than on drugs they will finally discover the true nature of her disease.              ;NA;9;7;Roberto Gatto@Battista Lena;Guido De Laurentiis@Fulvio Lucisano@Leo Pescarolo;Sergio Castellitto@Anna Galiena@Alessia Fugardi@Silvio Vannucci@Alessandra Panelli@Victor Cavallo@Maria Consagra@Lidia Broccolino@Raffaele Vannoli@Giacomo Ciarrapico@Lara Pranzoni@Tiziana Bianchi@Andrea Di Giacomo@Marco Coda@Giuseppe Giordani@Gigi Reder@Armando De Razza@Laura Betti@Francesco Siciliano;Francesca Archibugi
tt0038958;http://www.imdb.com/title/tt0038958/;So Dark the Night;1946;71 min; 10 October 1946 (USA) ;Crime@Drama@Film-Noir; A renowned and relentless Paris detective takes his first vacation in eleven years at a small inn in the French countryside. There he meets and falls in love with the hotelier's daughter, who had been betrothed to a neighboring farmer, but who hopes to marry him and move to Paris. On the evening of their engagement, both the fiancée and the farmer disappear. What has happened to them? Who is responsible? Can the famed detective apply his talents to a rural mystery?                Written by klg19            ;NA;English@French;6.4;10;317;15 user;NA;farmer@engagement@french countryside@rural setting@damsel in distress@investigation@cigarette smoking@gendarme@stock footage@frenchman@b movie@murder by strangling@anonymous letter@police@farm@murder@hunchback@river@clothes line@doctor@innkeeper@widow@famous detective@flower vendor@shoeshine boy@paris france@police detective; A renowned and relentless Paris detective takes his first vacation in eleven years at a small inn in the French countryside. There he meets and falls in love with the hotelier's daughter, who had been betrothed to a neighboring farmer, but who hopes to marry him and move to Paris. On the evening of their engagement, both the fiancée and the farmer disappear. What has happened to them? Who is responsible? Can the famed detective apply his talents to a rural mystery?              ;NA;NA;NA;Hugo Friedhofer;Ted Richmond;Steven Geray@Micheline Cheirel@Eugene Borden@Ann Codee@Egon Brecher@Helen Freeman@Brother Theodore@Gregory Gaye@Jean Del Val@Emil Rameau@Paul Marion@Louis Mercier@Frank Arnold@Nanette Bordeaux@Cynthia Caylor@Marcelle Corday@Adrienne D'Ambricourt@Andre Marsaudon@Alphonse Martell@Billy Snyder@Esther Zeitlin;Joseph H. Lewis
tt1404661;http://www.imdb.com/title/tt1404661/;Havukka-ahon ajattelija;2009;NA; 15 January 2010 (Finland) ;Comedy@Drama;NA;NA;Finland;6.9;10;320;1 user;        €1,500,000         ;fatherless son@boat@thinking@country life@sauna@drinking@alcohol@hunting@fishing@knowledge@narrow mindedness@mysterious past@secret past@rumor@reputation@originality@loneliness@male frontal nudity@research@researcher@scholar@forest@wilderness@past@dreamer@loner@countryside@rural@personality@lake@nature@post war@kainuu finland; With few options, newly pardoned convict Leila agrees to work as an assistant to a blind pastor. Father Jacob spends his days answering the letters of the needy, which Leila finds pointless. But when the letters stop, the pastor is devastated and Leila finds herself cast in a new role.              ;NA;NA;NA;Pessi Levanto;Marko Röhr@Mikko Tenhunen;Kai Lehtinen@Hannu-Pekka Björkman@Tommi Korpela@Ilkka Heiskanen@Konsta Pöyliö@Aake Kalliala@Kati Outinen@Juhani Niemelä@Maria Aro@Topi Castrén@Teuvo Kalliola@Tapio Kauppi@Janne Kinnunen@Seppo Mervia@Tatu Mönttinen@Tommi Raitolehto@Kirikou Rajala@Riku Räisänen@Tuire Salenius@Ursula Salo@Kari Suhonen@Oili Taipale@Vesa Vierikko@Marja-Liisa Väyrynen@Weeti Väyrynen@Kari Väänänen;Kari Väänänen
tt0050963;http://www.imdb.com/title/tt0050963/;Shoot-Out at Medicine Bend;1957;87 min; 4 May 1957 (USA) ;Western; Army veterans, just mustered out of the service, are going to the one of the men's brothers ranch on their way West. Just as they arrive, Indians attack the ranch and kill the brother. The brother was killed because he was using faulty ammunition that did not fire. Buck Devlin, whose brother was killed, musters out of the service with pals John and Wilbur and vows to find the men responsible for the crime.                Written by JohnG2734@aol.com            ;  See all certifications »             ;English;6.4;10;318;12 user;NA;brother@indian@faulty ammunition@opening action scene@street shootout@saved from hanging@frame up@town in title@town mayor@drunk@whiskey@seduction@broken lock@warehouse@gang leader@gang member@montana@investigation@saloon waiter@death of brother@rescue@church congregation@church service@impostor@church@religion@deception@held at gunpoint@henchman@reward notice@hayloft@egg breaking@trunk@trap@sentenced to hang@sheriff@gambling@drinking@soldier@u.s. cavalry@store owner@general store@saloon girl@barfly@buttermilk@singing@singer@song@bartender@saloon@niece@uncle@1870s@corruption@native american; Cash McCall is a young and slick business man who buys failing businesses and resells them. Grant Austen's Plastics is even more of a prize to Cash, for Cash is also making a bid for Austen's beautiful daughter, Lory. This is Cash's toughest deal ever.              ;NA;NA;NA;Roy Webb;Richard Whorf;Randolph Scott@James Craig@Angie Dickinson@Dani Crayne@James Garner@Gordon Jones@Trevor Bardette@Don Beddoe@Myron Healey@John Alderson@Harry Harvey@Robert Warwick@George Bell@Richard Bellis@Marjorie Bennett@Lane Bradford@Marshall Bradford@Chet Brandenburg@Dee Carroll@Fred Carson@Tom Coleman@Charles Vernon David Cypert@William Monroe Cypert@Ann Doran@Jesslyn Fax@Sam Flint@Michael Forest@Herman Hack@Chick Hannan;Richard L. Bare
tt0414891;http://www.imdb.com/title/tt0414891/;Skradzione dziecinstwo;2004;NA; 14 May 2004 (Italy) ;Crime@Drama;NA;NA;Italian;6.9;10;320;1 user;NA;naples italy@murder@murderer@cigarette smoking@camorra@youth@teenage girl@teenage boy@street life@street child@slum@juvenile delinquent@junkyard@inner city@gun@delinquent@children@child prostitution; Ludovic is a transgender girl who can't wait to grow up to be a woman. When her family discovers the little girl blossoming in her they are forced to contend with their own discomfort and the lack of understanding from their new neighbors. Their anger and impatience cave and Ludovic is sent to see a psychiatrist in the hopes of fixing whatever is wrong with her. A movie that addresses transgender and gender issues in general through the eyes of a child.              ;NA;6;6;Almamegretta;Sandro Frezza@Rosario Rinaldo;Gianluca Di Gennaro@Carmine Recano@Arturo Paglia@Sergio Solli@Rolando Ravello@Mario Giordano@Nuccia Fumo@Marcello Romolo@Terence Guida@Miriam Candurro@Alessandro Guasco@Gennaro Mirto@Patrizio Rispo@Maria Laura Rondanini;Andrea Frazzi@Antonio Frazzi
tt0085824;http://www.imdb.com/title/tt0085824/;Latidos de pánico;1983;94 min; 20 May 1983 (Spain) ;Horror; The spirit of a deceased knight returns every 100 years to clean a house by graphicly murdering the women who are making the life of his descendants unbearable.            ;NA;Spanish;5.8;10;317;16 user;NA;house@spirit@knight@intestines@stabbed in the stomach@violence@supernatural power@shower@sex@controversy@brutality@bare chested male@woman murders a woman@woman in danger@topless female nudity@threatened with a knife@stabbed in the head@stabbed in the chest@stab wound@severed face@redemption@murder@male nudity@mace and chain@lust@knocked out@humiliation@hit on the head@head wound@grave@graveyard@gore@fantasy sequence@eyeball@eye gouging@existentialism@evil knight@deception@death@death threat@covered in blood@corpse@burnt face@body armor@bloody spray@blood splatter@blood on shirt@blood@female nudity@terrorism@curse@ghost@axe murder@electrocution@living dead@torture; Elvira is travelling through the French countryside with her friend Genevieve, searching for the lost tomb of a medieval murderess and possible vampire, Countess Wandessa. They find a likely site in the castle of Waldemar Daninsky, who invites the women to stay as long as they like. As Waldemar shows Elvira the tomb that supposedly houses the countess, she accidentally causes the vampire to come back to life, hungrier than ever. Daninsky has a hidden secret of his own, but will it be enough to save the two girls from becoming Wandessa's next victims?              ;NA;NA;NA;Moncho Alpuente@Servando Carballar;Augusto Boué@Julia Saly;Paul Naschy@Julia Saly@Lola Gaos@Silvia Miró@Frances Ondiviela@Manuel Zarzo@José Vivó@Charly Bravo@José Sacristán@Salvador Sáinz@Héctor Cantolla@Teresa del Olmo@Ángela González@Carole Kirkham@María Romero@María Luisa Rubio;Paul Naschy
tt0092205;http://www.imdb.com/title/tt0092205/;Gdzie plynie czarna rzeka;1986;NA; 19 September 1986 (USA) ;Adventure; Father O'Reilly, an older priest, tells the story of Father Mahoney, Eagle Woman, and their son Lazaro. It's magic realism in the Amazon. Mahoney is a radical priest who ventures upstream where the river runs black. He encounters the beautiful and enchanting Eagle Woman, who can change from a dolphin to a woman. A few years later, their child Lazaro witnesses inter-loping gold prospectors commit a brutal and traumatizing murder. He goes to the city in Father O'Reilly's care, and there he sees the murderer, who's a politician. Lazaro seeks revenge, which puts him in further danger. He runs back into the jungle, where the dolphins may be his best hope for help.                Written by <jhailey@hotmail.com>            ;  See all certifications »             ;English;6.4;10;318;14 user;NA;priest@dolphin@jungle@river@revenge@loss of mother@murder of mother@child protagonist@feral child@escape@based on book; This movie depicts the life of a small Indian tribe, in a time shortly before the white men became a threat. In the focus of the story is the young Skywalker, who woos cute Morning Sun, but can't seem to convince her father of his qualities. When the outcast Kayowa attack the camp, he hopes for an opportunity to impress him.              ;NA;NA;NA;James Horner;Bruno Barreto@Dan Farrell@James Ragan@James G. Robinson@Joe Roth@Flávio R. Tambellini@Harry J. Ufland;Charles Durning@Alessandro Rabelo@Ajay Naidu@Divana Brandao@Peter Horton@Castulo Guerra@Conchata Ferrell@Dana Delany@Chico Díaz@Marcelo Rabelo@Ariel Coelho@Paulo Sergio Oliveira@Mario Borges@François Thijm@Geraldo Salles@Sandro Soviatt@Raimundo Carvalho@Jose Ricardo Matos@David C. Russel@Telmo Maia@Paulo Quindere;Christopher Cain
tt0482724;http://www.imdb.com/title/tt0482724/;Hosçakal yarin;1998;NA; 23 October 1998 (Turkey) ;NA; In this political drama from Turkey (which was based on an actual incident), Deniz Gezmis (Berhan Simsek) is a political activist who...                See full synopsis »             ;NA;Turkish;6.7;10;320;1 user;NA;NA; Mustafa is a successful business man living a seemingly great life with his family when an accident takes it all away from him and leaves him with many questions and a cab driver, Fikret, who can answer it all. Mustafa is due to get a lot more than what he bargained for, however, as his interrogations take him to long-forgotten childhood memories and force him to see his formerly perfect life from a very different perspective. Why does it feel like everybody is lying to him? Mustafa will soon find out.              ;NA;NA;NA;Cenqiz Özdemir;Frédéric Robbes@Lucy Wood;Orhan Aydin@Bedri Baykam@Meltem Berent@Gönen Bozbey@Mete Dönmezer@Hikmet Karagöz@Tuncel Kurtiz@Tuncer Necmioglu@Okay Senol@Mümtaz Sevinç@Sefa Sezgin@Berhan Simsek@Riza Sonmez@Suavi@Ugur Tasdemir@Ferhat Tunç@Ali Tutal@Metin Yildirim@Mazlum Çimen@Bülent Çolak@Bengi Heval Öz;Reis Çelik
tt1503640;http://www.imdb.com/title/tt1503640/;Damadamm!;2011;122 min; 27 October 2011 (India) ;Comedy@Drama@Romance; Based in Malad West, Mumbai, Sameer lives a middle-classed lifestyle along with his live-in rather pushy girlfriend, Shikha, who constantly questions and nags him several times during the day. He is employed with a Bollywood film distribution firm owned by Rajan Mehra. When Shikha decides to visit her family in Indore, he is relieved and decides to live it up. Things look up for him when Rajan hires his gorgeous sister, Sanjana, to work with him. Both soon become close, and she accepts his proposal for marriage despite of being aware that he is in a relationship. Watch what impact this news has on Shikha.                Written by rAjOo (gunwanti@hotmail.com)            ;NA;India;4.8;10;321;5 user;NA;NA; Priya Saxena is a law student, and would like to work for an accomplished lawyer. She responds to an advertisement by Barrister Ram Chotrani, but ends up in the wrong house - that of Raj Malhotra; falling in love with him and getting married. Raj is awaiting a promotion as Chief Executive Officer in his cell-phone manufacturing organization, and expects his wages to increase considerably, so he takes a loan, and purchases a spacious bungalow. During the Annual General Meeting of his organization, he does not get promoted, but instead is inducted as a Director, by the wife of the Chairman, Mrs. Sonia Roy. The reason behind his promotion is quite simple: Sonia wants to rekindle her affair with Raj - at any cost - by hook or crook - an affair that had left her pregnant in South Africa years ago.              ;NA;NA;NA;Oystein Lundstrom;Himesh Reshammiya@Sanjeev Srivastava;Himesh Reshammiya@Sonal Sehgal@Purbi Joshi@Rajesh Khattar@Ruzaan Bharucha@Ashwin Dhar@Eishaan@Abir Goswami@Bharti Khandare@Krupa Pancholi@Lily Patel@Ram Upadhayay@Nisha V.@Avinash Chand Wadkar;Swapna Joshi
tt0068559;http://www.imdb.com/title/tt0068559/;La maldición de Frankenstein;1972;94 min; 31 May 1973 (France) ;Horror; Dr. Frankenstein and his assistant Morpho are killed just as they bring their creation to life. The monster is taken by Cagliostro and he now controls the monster and plans to have it mate and create the perfect master race.            ;NA;French;5.2;10;319;20 user;NA;cagliostro@half bird@female nudity@whipping@sex orgy@nudity@death@blood@alchemy@kidnapping@sex@doctor frankenstein@human experiment@frankenstein's monster@torture@character name in title; Dr. Johnson is happily married with his beloved wife Mrs. Johnson and is researching human embryos using animal cells. When he brings his findings to the Board of the prominent Dr. Franklin Houston, Prof. Jonathan Walker, Dr. Crawford and Dr. Donen, the committee rejects his researches and destroys his laboratory. Dr. Johnson has a nervous breakdown and commits suicide, and the disturbed Mrs. Johnson seeks revenge, seducing each member of the Board and killing one by one while having sex with his victims.              ;NA;NA;NA;Daniel White;Arturo Marcos;Alberto Dalbés@Dennis Price@Howard Vernon@Beatriz Savón@Anne Libert@Fernando Bilbao@Britt Nichols@Luis Barboo@Daniel White@Doris Thomas@Lina Romay@Jesús Franco@Eduardo Calvo@Eduarda Pimenta;Jesús Franco
tt0452766;http://www.imdb.com/title/tt0452766/;Curse of the Maya;2004;90 min; 3 November 2004 (USA) ;Horror; The ex-addicted and paranoid Renee and her fiancé and former doctor Jeffrey move together to a remote house nearby the Mexican border. She meets Michael, who works in the area taking care of wind mills, and invites him to have dinner with Jeffrey and her. Sooner they find that the place is under siege of a hungry Mayan descendant family of zombies that was killed by an unknown murderer and cursed by an old ritual.                Written by Claudio Carvalho, Rio de Janeiro, Brazil            ;NA;USA;2.4;10;317;11 user;        $750,000           ;mayan indian@female nudity; A stranger comes into town and causes a stir when he stands up for the townfolk, in the face of the intimidation tactics from Mayor Howard Baines. The scheming mayor wants to buy up all the local properties, and has hired two thugs to help 'persuade' the owners to sell.              ;NA;NA;NA;Joseph Rubinstein;Whit Hauprich@David Heavener@Barry Strudwick;David Heavener@Amanda Bauman@Joe Estevez@Todd Bridges@Steven Bracy@Carrie Gonzalez@Robert Bustamante@Alfredo Hernandez@Andrew Crandall@Lauren Aguas@Robert Aceves@Elizabeth Webster@Victoria Libertie@Ardena Francis@Maui Vang;David Heavener
tt0366711;http://www.imdb.com/title/tt0366711/;Lethal;2005;NA; 25 January 2005 (USA) ;Action; A sexy and lethal female mercenary takes on an international syndicate of weapons smugglers run by the Russian Mafia.            ;NA;USA;2.7;10;318;13 user;NA;russian@smuggler@mafia@female gunfighter@martial arts@violence@mixed martial arts@machine gun@m 16@beretta@ak 47@semiautomatic pistol@pistol@showdown@gunfight@shootout@martial arts master@villain@female martial artist@martial artist@hand to hand combat@fistfight@brawl@one against many@one woman army@illegal arms trade@gangster@sexy woman@action heroine@heroine; Cop and accomplished fencer Andrew is assigned to protect archaeologist and museum curator Julie Wilkins, the only witness to the theft of the legendary sword of Alexander the Great. Andrew has recurring dreams about two men having a sword fight in what is to be a historical place. At his fencing club he meets Stratos, initiator of a deadly swordplay competition, who seems to be the key to both Andrew's haunting visions and the loss of Alexander's sword.              ;NA;NA;NA;Simon Frontzek@Hajo Janssen@Michael Rubner;Andreas Brandl@Leman Cetiner@Amila Giducos@Gunter Heinlein@Don MacIsaac@Axel Munch@Soon Hee Newbold@Dustin Rikert@Shawn Simons@Michael Worth@Robert Yap@Charlie Zabriskie Jr.;Heather Marie Marsden@Frank Zagarino@Lorenzo Lamas@Mark Mortimer@John Colton@Jennifer MacIsaac@Chad Restum@Dan Southworth@Ralph J. Ciaravino@Jesse Sharp@Soon Hee Newbold@Kyle Rikert@Adewole Lipede@Mitch Gould@Garret Sato@Ricardo Ayala@Wade Rikert@Michael Worth;Dustin Rikert
tt2322683;http://www.imdb.com/title/tt2322683/;E nata una star?;2012;95 min; 23 March 2012 (Italy) ;Comedy;NA;NA;Italy;4.9;10;318;|;        €2,000,000         ;NA; A romantic comedy about a man, a woman and a football team. Based on Nick Hornby's best selling autobiographical novel, Fever Pitch. English teacher Paul Ashworth believes his long standing obsession with Arsenal serves him well. But then he meets Sarah. Their relationship develops in tandem with Arsenal's roller coaster fortunes in the football league, both leading to a nail biting climax.              ;NA;NA;NA;Gabriele Roberto;Attilio Moro;Luciana Littizzetto@Rocco Papaleo@Pietro Castellitto@Michela Cescon@Antonino Bruschetta@Gisella Burinato@Fausto Maria Sciarappa@Cristina Odasso@Valeria Milillo@Alice Torriani@Christian Burruano@Giovanni Esposito@Tatiana Lepore;Lucio Pellegrini
tt0067016;http://www.imdb.com/title/tt0067016/;Doctor Jekyll y el Hombre Lobo;1972;96 min; 6 May 1972 (Spain) ;Horror; Paul Naschy returns as El Hombre Lobo for the sixth time as he searches for a cure to his full moon maddness by visiting the grandson of the infamous Dr. Jekyll. What ensues next is a lover's triangle, and a savage sadistic Mr. Hyde who roams modern London and transforms into a werewolf on the disco floor.                Written by Humberto Amador            ;NA;Spanish;5.7;10;318;13 user;NA;disco@jekyll@werewolf@strangled to death@female mad scientist@head on a stake@decapitated head@angry mob@polish immigrant@transylvania@head smashed with a rock@wife witnesses husband's murder@attempted rape@topless female nudity@wolf man@lycanthropy@silver bullet@whipping@stabbed in the back@stuck in elevator@soho london@jekyll and hyde@murder@female nudity@monster@sequel@character name in title; Paul Naschy returns as El Hombre Lobo for the sixth time as he searches for a cure to his full moon maddness by visiting the grandson of the infamous Dr. Jekyll. What ensues next is a lover's triangle, and a savage sadistic Mr. Hyde who roams modern London and transforms into a werewolf on the disco floor.              ;NA;NA;NA;Antón García Abril@Adolfo Waitzman;Alfredo Fraile@Arturo González;Paul Naschy@Shirley Corrigan@Jack Taylor@Mirta Miller@José Marco@Luis Induni@Barta Barri@Luis Gaspar@Elsa Zabala@Lucy Tiller@Jorge Vico@Adolfo Thous@Marisol Delgado@Montserrat Julió@Simón Ramírez@Heinrich Starhemberg@María Luisa Tovar;León Klimovsky
tt1468324;http://www.imdb.com/title/tt1468324/;Hard Revenge, Milly: Bloody Battle;2009;NA; 11 July 2009 (Japan) ;Action@Drama@Sci-Fi; In a post-apocalyptic Japan, Tokyo has become a windswept desert. After witnessing the brutal murder of her husband and child, Milly is butchered and left for dead but she wakes up in a deserted hospital with a partly mechanised body. But that's only the start - the bloody vengeance spree is set to begin!                Written by Anonymous            ;NA;Japan;6.4;10;318;3 user;NA;NA; In a post-apocalyptic Japan, Tokyo has become a windswept desert. After witnessing the brutal murder of her husband and child, Milly is butchered and left for dead but she wakes up in a deserted hospital with a partly mechanised body. But that's only the start - the bloody vengeance spree is set to begin!              ;NA;NA;NA;Hikaru Yoshida;Yoichi Kobayashi@Jun Kubo;Miki Mizuno@Rei Fujita@Mitsuki Koga@Masahiro Kômoto@Nao Nagasawa@Kazuki Tsujimoto;Takanori Tsujimoto
tt0047937;http://www.imdb.com/title/tt0047937/;Chiyari Fuji;1955;NA; 27 February 1955 (Japan) ;Adventure@Drama; A samurai travels to Edo with his two servants. On their way, they meet many people and encounter great injustice.            ;NA;Japanese;7.7;10;317;4 user;NA;NA; February 17 to March 3, 1860, inside Edo castle. A group of assassins wait by Sakurada Gate to kill the lord of the House of Ii, a powerful man in the Tokugawa government, which has ruled Japan for 300 years. They suspect a traitor in their midst, and their suspicions fall on Niiro, an impoverished ronin who dreams of samurai status, and Kurihara, an aristocratic samurai who befriends Niiro. Niiro longs to identify his father, knowing he is a high-ranking official who will disclose himself only if Niiro achieves samurai status. With American ships in Japan's harbors, cynicism among the assassins, and change in the air, Niiro resolves to reach ends that may prove ephemeral.              ;NA;NA;NA;NA;NA;Chiezo Kataoka@Ryunosuke Tsukigata@Chizuru Kitagawa@Yuriko Tashiro@Daisuke Katô@Eitarô Shindô@Toranosuke Ogawa@Kyôji Sugi@Yoshio Yoshida@Harue Akagi@Ryutarô Aoyagi@Koji Arima@Mitsuo Asano@Tominosuke Hayama@Hideo Higashi@Fujiya Ishimaru@Kunio Kaga@Eijirô Kataoka@Masao Katô@Michikazu Kawamura@Osamu Koganei@Kenji Minamihon@Masao Oda@Kajô Onoe@Hideo Shimada@Kinnosuke Takamatsu@Kazuo Tokita@Chie Ueki@Motoharu Ueki@Hachiro Yamauchi;Tomu Uchida
